species,lat,long,country,Occurrence,year,optional
Brachiaria brizantha (A.Rich.) Stapf,-10.766,25.3337,"Congo, Democratic Republic of the",PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-8.9317,27.2051,"Congo, Democratic Republic of the",PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-7.5987,29.9501,"Congo, Democratic Republic of the",PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,4.916667,36.5,Ethiopia,PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,13.25,37.88333,Ethiopia,PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-28.125,32.125,South Africa,PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,4.75,11.23,Cameroon,PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-30.875,30.375,South Africa,PRESENT,1969,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-19.125,32.625,Zimbabwe,PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-25.625,29.375,South Africa,PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-29.875,30.875,South Africa,PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-4.233333,39.416667,Kenya,PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-29.816667,30.933333,South Africa,PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-11.6705,27.4749,"Congo, Democratic Republic of the",PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-18.75,26.25,Zimbabwe,PRESENT,1968,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-25.375,29.375,South Africa,PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-19.125,32.625,Zimbabwe,PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-3.25,35.5,"Tanzania, United Republic of",PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.51,14.3,Cameroon,PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,5.7,10.66,Cameroon,PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-28.375,32.125,South Africa,PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-28.375,31.875,South Africa,PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-8.26667,35.71667,"Tanzania, United Republic of",PRESENT,1967,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.68,14.06,Cameroon,PRESENT,1966,TRUE
Brachiaria brizantha (A.Rich.) Stapf,5.38,11.33,Cameroon,PRESENT,1966,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-25.625,29.375,South Africa,PRESENT,1966,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-17.875,31.125,Zimbabwe,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-29.125,30.875,South Africa,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-18.875,32.625,Zimbabwe,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,7.88333,37.38333,Ethiopia,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,7.65,36.78333,Ethiopia,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-29.625,30.875,South Africa,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,5.325556,-4.376853,Côte d’Ivoire,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-24.375,27.375,South Africa,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,4.9,15.88333,Central African Republic,PRESENT,1965,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-23.625,30.125,South Africa,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-29.375,31.125,South Africa,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-24.625,28.625,South Africa,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-15.579148,34.317043,Mozambique,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-14.833333,24.8,Zambia,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-18.375,32.875,Zimbabwe,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,1.033333,35,Kenya,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-17.875,31.125,Zimbabwe,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-14.8,37.833333,Mozambique,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.38333,14.35,Cameroon,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.63333,14.25,Cameroon,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,4.56667,16.66667,Central African Republic,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,7.7,13.55,Cameroon,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.05,14.4,Cameroon,PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-8.902733,33.44338,"Tanzania, United Republic of",PRESENT,1964,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.66,10.83,Cameroon,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.5,10.16,Cameroon,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.666667,10.833334,Cameroon,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.866667,9.8,Cameroon,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-14.25,25.75,Zambia,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.7,12.61,Cameroon,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.53333,15.98333,Central African Republic,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,5.96667,15.56667,Central African Republic,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,6.88333,15.55,Central African Republic,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,5.73333,19.08333,Central African Republic,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-26.375,31.375,Eswatini,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,4.43333,18.48333,Central African Republic,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,4.83333,18,Central African Republic,PRESENT,1963,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-14.625,17.625,Angola,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-23.875,29.125,South Africa,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-22.625,31.375,South Africa,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-19.041667,46.383333,Madagascar,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,9.982838,8.895642,Nigeria,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-1.783333,35.2,"Tanzania, United Republic of",PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,10.798742,7.524724,Nigeria,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-27.125,30.375,South Africa,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-25.875,23.625,South Africa,PRESENT,1962,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-16,27.583333,Zambia,PRESENT,1961,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-24.875,30.875,South Africa,PRESENT,1961,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-1.25,35.833333,Kenya,PRESENT,1961,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-1.85,35.833333,Kenya,PRESENT,1961,TRUE
Brachiaria brizantha (A.Rich.) Stapf,9.183333,42.4,Ethiopia,PRESENT,1961,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-18.875,32.625,Zimbabwe,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-13.125,15.625,Angola,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-20.375,32.625,Zimbabwe,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,8.47498,4.54493,Nigeria,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,7.23,13.58,Cameroon,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,7.25,13.58333,Cameroon,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,8.626698,3.606585,Nigeria,PRESENT,1960,TRUE
Brachiaria brizantha (A.Rich.) Stapf,-28.375,23.125,South Africa,PRESENT,1960,TRUE
